id,id_marque,id_modele,designation,annee,kilometrage,prix
337,15,55,Mazda 3 2.0L Performance 11 000euros Ã  dÃ©b,2007,33000,11000
338,15,55,Mazda 3 Performance Pack 2.0L MZR-CD 143 cv,2007,41400,14500
339,15,55,Mazda 3 Sport 2.2L MZR-CD 185 cv,2009,3500,21900
340,15,55,Mazda 3 Sport 2.2L MZR-CD 185 cv,2009,3500,21900
341,15,56,Mazda rx8 Ã©lÃ©gance pack,2004,53000,14950
342,16,57,Mercedes Classe A AvantGarde 180CDI,2005,110000,11990
343,16,57,Mercedes Classe A AvantGarde 180CDI,2005,110000,11990
344,17,58,"Nissan almera tino ""tekna""",2005,89000,8800
345,17,59,Mitsubishi Pajero 2.5 Turbo d intercooler 115 cv,1990,195000,2500
346,18,60,Astra Cosmo 120ch 1.9l CDTI,2007,20100,12000
347,18,61,NISSAN 4x4 _ 2.2 DCI 136 CH COLUMBIA pack cuir,2006,135000,12200
348,18,61,NISSAN 4x4 _ 2.2 DCI 136 CH COLUMBIA pack cuir,2006,135000,12200
349,18,62,Nissan primera 1.9l DCI,2004,95000,9000
350,18,62,NISSAN PRIMERA 5p 2.2L DCi 138ch Acenta Pack GPS,2006,83653,9990
351,18,62,NISSAN PRIMERA 5p 2.2L DCi 138ch Acenta Pack GPS,2006,83653,9990
352,18,62,NISSAN PRIMERA 5p 2.2L DCi 138ch Acenta Pack GPS,2006,83653,9990
353,18,63,Nissan x-trail diesel premiere main,2004,147000,9000
354,18,64,NISSAN X TRAIL phase 3 2.2 DCI confort pack family,2005,81800,12500
355,18,64,NISSAN X TRAIL phase 3 2.2 DCI confort pack family,2005,81800,12500
356,18,64,Missan x-trail,2003,68738,10400
357,18,64,4x4 nissan x-trail,2004,88000,12500
358,18,64,A SAISIR Nissan X-Trail 2.2 DCI 136 CV Confort,2004,160000,7900
359,18,64,Nissan x-trail 2.2 dci 136ch,2005,120000,14500
360,19,65,Opel Astra 2.0l DTI 16S Ã©dition GPS,2001,152000,4800
361,19,65,Opel Astra 2.0l DTI 16S Ã©dition GPS,2001,152000,4800
362,19,65,Opel ASTRA cosmo 1.9 CDTI 120,2005,119000,9100
363,19,65,Opel astra gtc 1.9 l cdti cosmo coupe sport,2006,60000,13000
364,19,65,Opel astra 2.16S,1999,79000,4000
365,19,65,OPEL ASTRA 1&virgule,2006,65000,11000
366,19,65,OPEL ASTRA 1&virgule,2006,65000,11000
367,19,65,OPEL ASTRA GTC 1.9 CDTI 150ch SPORT reprise possib,2005,112000,10900
368,19,65,OPEL ASTRA 1&virgule,2006,65000,11000
369,19,65,OPEL ASTRA GTC 1.9 CDTI 150ch SPORT reprise possib,2005,112000,10900
370,19,65,Astra II 2.0 16S OPC 160cv 3p,2001,150000,5700
371,19,65,Astra II 2.0 16S OPC 160cv 3p,2001,150000,5700
372,19,65,Opel Astra 2.2 DTI,2003,110000,8000
373,19,65,Opel astra GTC,2006,79000,12000
374,19,65,Opel astra GTC,2006,79000,12000
375,19,65,Astra gtc 150 cv garantie opel,2005,79000,12000
376,19,65,Opel astra GTC 150CV,2006,105000,9800
377,19,65,Opel astra 2.0dti 2004,2004,148000,5000
378,19,65,Opel Astra GTC 1.9 CTDI 120 cv cosmo 05/2007,2007,45200,15000
379,19,65,Opel Astra GTC 1.9 CDTI DPF Cosmo,2007,53000,16990
380,19,65,Astra cosmos 2005,2005,66000,10500
381,19,65,Astra sport 2.2l Diesel 125ch rare,2003,165000,6600
382,19,66,Opel omega 2.5l v6,1998,180000,1500
383,19,67,Opel Vectra GTS 2.2 DTI 125 cv,2003,157000,6600
384,19,67,Opel vectra 2&virgule,2001,130000,3800
385,19,67,Opel vectra 2.5 v6 cdx pack cuir bva,1999,151000,2790
386,19,67,OPEL VECTRA ANNEE 94 2.0i 2500\u0080,1994,165000,2500
387,19,67,Opel vectra 2.2 dti,2003,140000,6200
388,19,67,Opel Vectra GTS III 2&virgule,2003,100000,8500
389,19,67,Opel Vectra Breack 1.9 CDTI 05/08 Ref:C2,2008,37500,16690
390,19,68,Opel zafira 120ch,2006,78000,13000
391,19,68,Opel zafira 1.9 CDTI 120ch cosmo fap,2007,84000,13000
392,19,68,Zafira 1.9cdti enjoy,2006,105000,10500
393,19,68,Opel zafira 2.0 dti 100cv elegance an 2003 7places,2003,121000,6500
394,19,68,Opel ZAFIRA 1.9 L CDTI 150 CV DIESEL COSMO EDITION,2006,66000,12950
395,19,68,Opel ZAFIRA 1.9 L CDTI 150 CV DIESEL COSMO EDITION,2006,66000,12950
396,19,68,Opel zafira,2008,76800,13900
397,19,68,Opel zafira,2008,76800,13900
398,19,68,OPEL ZAFIRA 1.9 CDTI FAP 120cv COSMO PACK,2008,13500,19500
399,19,68,OPEL ZAFIRA 1.9 CDTI FAP 120cv COSMO PACK,2008,13500,19500
400,19,68,OPEL ZAFIRA B 1.9 CDTI 120CH cosmo fap,2007,55000,14800
401,19,68,OPEL ZAFIRA B 1.9 CDTI 120CH cosmo fap,2007,55000,14800
402,19,68,Opel zafira 2.2 dti 16v elegange 2004+garantie,2004,120000,8500
403,19,68,Zafira 2.0 dti elegance,2001,203000,4850
404,19,68,Opel Zafira 2.2 DTI Elegance,2003,145000,7000
405,19,68,Opel zafira 2.2 dti elegance 125 cv,2003,124000,7500
406,19,68,Zafira 2.2DTI125 Disney ElÃ©gance &virgule,2005,129000,7850
407,19,68,Zafira 1.9 cdti 100 ch Enjoy,2006,89303,11990
408,19,68,Zafira magnetic dec 2007 49000km 120cv sous argus,2008,49000,16000
409,19,68,Opel zafira,2009,15000,18000
410,19,68,ZAFIRA II 1.9 CDTI 120CV ENJOY PACK FAP noir,2006,65500,12700
411,19,68,Opel zafira,2006,57000,14200
412,19,68,Opel Zafira pack DVD 2.0l DTI 16V 100ch-165000km,2003,165000,6500
413,19,68,Opel zafira 1.9cdti 120,2007,65000,14700
414,19,68,Opel Zafira 1,2005,128600,9000
415,19,68,Opel zafira 2.2 dti 125ch 2004,2004,146000,9000
416,19,68,Opel zafira 2.2l dti,2005,78000,12100
417,19,68,Opel zafira 2.2l dti,2005,78000,12100
418,19,68,Monospace opel zafira cosmo 1.9 cdti FAP urgent,2006,59830,12800
419,19,68,Zafira 2.2 DTI 7 pl Ã©lÃ©gance125 ch,2005,67000,9500
420,19,68,OPEL ZAFIRA Enjoy pack limited 1.9 CDTi 100ch,2009,100,18990
421,20,69,Peugeot 206 Quicksilver 2.0l hdi,2002,160000,5000
422,20,69,Peugeot 206 SW XS 2.0 HDI 90ch,2003,91000,7600
423,20,69,206 2.0l xs hdi,2000,180000,5000
424,20,69,206 HDI Premium 2.0 l 90 ch TOUTE OPTION,2002,215000,4200
425,20,69,206 HDI Premium 2.0 l 90 ch TOUTE OPTION,2002,215000,4200
426,20,69,PEUGEOT 206 SW 2.0 HDi 90cv XS,2003,220000,4900
427,20,69,PEUGEOT 206 SW 2.0 HDi 90cv XS,2003,220000,4900
428,20,69,Peugeot 206 CC 2.0 L 16S Premium Pack Cuir BM5,2002,119000,4990
429,20,69,206 s16 2.0l,2001,140000,6900
430,20,69,Peugeot 206 SW BREAK 2.0 L HDI 90 PACK QUIKSILVER,2004,84000,7950
431,20,69,Peugeot 206 XS 2.0L HDI 90ch,2002,118000,5400
432,20,69,206 Peugeot 2.0L HDI 90 ch,2000,122000,5750
433,20,69,Peugeot 206 HDI 90 trÃ©s bon Ã©tat,2001,145000,5400
434,20,69,Peugeot 206 quiksilver 2.0 L hdi 90,2002,179054,5700
435,20,69,Peugeot 206 2.0 hdi 90 ch xt 5 portes,2003,165200,5900
436,20,70,Peugeot 207 premium pack 2.0 dhi 90cv 5 ptes 2008,2008,13500,12900
437,20,71,306 TD signature,1996,255000,2800
438,20,71,Peugeot 306 1.9 turbo diesel td 1994,1994,271000,1800
439,20,72,PEUGEOT 307 XS 5Ptes 2.0 HDI 110 - Diesel,2003,133000,6500
440,20,72,Peugeot 307 HDI 5 Portes,2003,110000,7000
441,20,72,Echange 307 2.0l HDI 136 cv Pack sport,2004,119000,10000
442,20,72,Peugeot 307 2.0 l hdi 110 cv serie xt clim 5 ptes,2004,128642,6700
443,20,72,307 cc super occaz peu km,2005,8700,19500
444,20,72,307 sw 2.0 hdi pack,2004,106000,8700
445,20,72,Peugeot 307 2.0 hdi xs 110cv Navtech. GPS.TEL.CLIM,2004,125000,6650
446,20,72,307 sw griffe 2.0l hdi 136 cv boite 6,2005,100000,5990
447,20,72,307 sw griffe 2.0l hdi 136 cv boite 6,2005,100000,5990
448,20,72,PEUGEOT 307 SW 2.0 L HDI 136 CV Sport FAP 47000kms,2007,47000,14000
449,20,72,PEUGEOT 307 SW 2.0 L HDI 136 CV Sport FAP 47000kms,2007,47000,14000
450,20,72,PEUGEOT 307 XS 2L HDI 90ch,2005,155000,8700
451,20,72,PEUGEOT 307 XS 2L HDI 90ch,2005,155000,6900
452,20,72,Peugeot 307 HDI 136ch Sportline,2004,109000,8800
453,20,72,PEUGEOT 307 2.0 16v 180 ch Feline,2006,32000,10000
454,20,72,PEUGEOT 307 2.0 16v 180 ch Feline,2006,32000,10000
455,20,72,Peugeot 307 break SW pack 110cv,2002,175000,5200
456,20,72,Peugeot 307 break SW pack 110cv,2002,175000,5200
457,20,72,307 xs 2.0 hdi 90 cv 3p,2002,79000,7800
458,20,72,Peugeot 307 2.0hdi 90ch x-line 5 portes,2004,123000,8500
459,20,72,307CC 2.0 HDI 136ch FAP Sport Pack CUIR INTEGRAL,2007,46200,17900
460,20,72,Peugeot 307 Hdi 90cv,2002,171700,5300
461,20,72,Urgent 307 x-line clim 2l hdi 90cv,2004,121000,6690
462,20,72,Peugeot 307 sw 2.0 HDI 110 cv navetech on board,2003,143000,7400
463,20,72,PEUGEOT 307 XT Premium,2002,184000,5200
464,20,72,307 hdi,2002,165000,5700
465,20,72,307 cc pack sport luxe 136 hdi 2l toute option,2006,94000,14400
466,20,72,Peugeot 307 sw,2004,125500,8000
467,20,72,307 CC 2.0 HDI Sport Gris 2006 . 47000 KM,2006,47000,14990
468,20,72,307 XT Premium - 2.0L - 110CV,2003,114000,7500
469,20,72,Peugeot 307 SW 2.0 Hdi 110cv &quote,2003,104905,8900
470,20,72,307 HDI 110 cv pack sport 5 portes,2002,225000,5000
471,20,72,Peugeot 307 sw 2.0 HDI,2003,156000,6200
472,20,72,307 cc 2.0 16v Pack Sport 138 ch,2004,94000,9000
473,20,73,Peugeot 308 fÃ©line,2008,44000,21000
474,20,73,Peugeot 308 fÃ©line,2008,44000,21000
475,20,73,Peugeot 308 FÃ©line 2.0 HDI 136CV,2007,26000,18000
476,20,73,Peugeot 308 FÃ©line 2.0 HDI 136CV,2007,26000,18000
477,20,73,Peugeot 3008 HDI 150 Premium de collaborateur,2009,13500,23800
478,20,73,Peugeot 308 Sw Diesel 2.0 HDI 136 cv Premium,2009,3900,16970
479,20,73,Peugeot 308 2.0 HDI 136 cv premium pack&virgule,2008,27370,16970
480,20,73,Peugeot 308 pack prenium,2007,65000,15000
481,20,74,Peugeot 406 2.0 Hdi 110 CV,2000,139000,3800
482,20,74,Peugeot 406 1.9l turbo diesel,1998,275000,2350
483,20,74,PEUGEOT 406 CoupÃ© - 2.2L 16V Pack,2003,37500,12000
484,20,74,406 coupÃ© 2.2L HDi 16s pack,2002,80000,9500
485,20,74,406 coupÃ© 2.2L HDi 16s pack,2002,80000,9500
486,20,74,406 coupe 2.2 hdi turbo 16 soupapes fap,2002,111000,8200
487,20,74,Peugeot 406 2.2 hdi 136cv pack sport,2001,191000,6590
488,20,74,Peugeot 406 2.2 hdi 136cv pack sport,2001,191000,6590
489,20,74,Peugeot 406 2.0 hdi 110 pack confort,2001,161500,6800
490,20,74,Peugeot 406 2.0 hdi 110 pack confort,2001,161500,6800
491,20,74,Peugeot 406 2.2 hdi 136 cv,2002,140000,5600
492,20,74,Peugeot 406 2.2 hdi 136 cv,2002,140000,5600
493,20,74,Voiture 406 hdi 110 ch annÃ©e 1999 st,1999,275000,3700
494,20,74,Belle 406 2.2 hdi 136 cv pack sport,2002,155000,5900
495,20,74,Peugeot 406&virgule,2002,170000,5850
496,20,74,Peugeot 406 1.9L TD 110cv,1995,270000,2000
497,20,74,Peugeot 406 1.9L TD 110cv,1995,270000,2000
498,20,74,Peugeot 406 hdi,2001,264000,3700
499,20,74,Peugeot 406 coupe 2.2 hdi,2001,173000,7990
500,20,75,Peugeot 407 2.0 HDI 16v Executive Pack FAP 136cv,2004,110000,8590
501,20,75,407 hdi 2.0 136cv,2005,122000,8800
502,20,75,PEUGEOT 407 . 2&virgule,2006,146000,9750
503,20,75,Peugeot 407 sw 2.0hdi executive pack,2005,85000,12890
504,20,75,Peugeot 407 CoupÃ© 2.0L HDI 136cv FÃ©line 9800Kms,2008,9800,26500
505,20,75,Peugeot 407 -2.0 hdi -136 CV,2004,155000,8900
506,20,75,407 2.0l hdi 136cv executive,2005,101000,9200
507,20,75,407 2.0l hdi 136cv executive,2005,101000,9200
508,20,75,Peugeot 407 sw hdi 2.0 l 136 cv executive dms,2005,114000,8900
509,20,75,Peugeot 407 SW HDI avec garantie constructeur,2007,78000,14000
510,20,75,Peugeot 407 SW,2005,80000,10200
511,20,75,Peugeot 407 SW,2005,80000,10200
512,20,75,Peugeot 407 SW,2005,80000,10200
513,20,75,Urgent 407 sport pack 2L 136CV 13 500 euros,2007,40000,13500
514,20,75,Urgent 407 sport pack 2L 136CV 13 500 euros,2007,40000,13500
515,20,75,Urgent 407 sport pack 2L 136CV 13 500 euros,2007,40000,13500
516,20,75,Peugeot 407 sw hdi 126 confort,2005,150000,8400
517,20,75,Peugeot 407 sw hdi 126 confort,2005,150000,8400
518,20,75,Peugeot 407 2l hdi 136cv pack sport -prix a saisir,2007,150000,8900
519,20,75,Peugeot 407 hdi 110 cv fap pack,2006,84500,11000
520,20,75,407 griffe 2.0 hdi 136 ch bva gps ttes options,2005,128500,11900
521,20,75,407 griffe 2.0 hdi 136 ch bva gps ttes options,2005,128500,11900
522,20,75,407 sw 2.0 hdi 136 premium pack gps (05/2008),2008,31900,17500
523,20,75,407 sw 2.0 hdi 136 premium pack gps (05/2008),2008,31900,17500
524,20,75,PEUGEOT 407 2.0 HDI 136cv Sport Pack FAP,2004,94200,12300
525,20,75,PEUGEOT 407 2.0 HDI 136cv Sport Pack FAP,2004,94200,12300
526,20,75,407 hdi 136 sw 85000km am2005 toit panoramique,2005,85000,10800
527,20,75,407 Griffe 2.0 HDI 136 BVM 6 2004 Gris Anthracite,2004,151000,9990
528,20,75,407 Griffe 2.0 HDI 136 BVM 6 2004 Gris Anthracite,2004,151000,9990
529,20,75,Peugeot 407 sw pack sport 2.0hdi 136ch,2006,185700,9500
530,20,75,Peugeot 407 noir,2009,23000,22000
531,20,75,Peugeot 407 &virgule,2005,163000,7900
532,20,75,Peugeot 407 2.0 HDI 140 cv premium&virgule,2008,5769,14970
533,20,75,407 sw 2.0l bv6 sport pack ou echange,2005,140000,8600
534,20,75,Peugeot 407 2.2 HDI Griffe,2005,136000,9000
535,20,75,Peugeot 407 Griffe 2.0HDI 136ch,2005,73250,12400
536,20,75,Peugeot 407 2.2 essence ExÃ©cutive Pack,2004,64000,7850
537,20,75,407 sw 2.0 hdi 136 fap,2008,65000,12000
538,20,76,PEUGEOT 607 2.2 L hdi Premium Pack 136 CV,2004,124000,9400
539,20,76,PEUGEOT 607 2.2 L hdi Premium Pack 136 CV,2004,124000,9400
540,20,76,Peugeot 607,2001,260000,5400
541,20,76,Peugeot 607,2001,260000,5400
542,20,76,PEUGEOT 607 2.2 16v PACK 160CH,2001,106835,6200
543,20,76,Tres belle 607 hdi 2.2 l 136 cv pack luxe,2003,135617,6990
544,20,76,607 2.2 HDI 136cv 2003,2003,197700,6900
545,20,76,Peugeot 607 2.2HDI 136CV,2004,165000,6990
546,20,76,A saisir 607 2.2hdi 16s 2001,2001,117000,9000
547,20,76,Peugeot 607 2.2l 136ch,2001,140000,7800
548,20,77,Belle Peugeot 806 2.0l hdi,2000,168000,8500
549,20,77,Peugeot 806 hdi 110cv 5200\u0080,2000,210000,5200
550,20,77,Peugeot 806 hdi 110cv 5200\u0080,2000,210000,5200
551,20,78,Peugeot 807 2.2 hdi 136ch,2007,200000,14700
552,20,78,Peugeot 807 2.0 hdi 16v confort,2006,135000,12500
553,20,78,Peugeot 807 2.0 hdi 16v confort,2006,135000,12500
554,20,78,807 2.2hdi 136cv navetech on bord,2004,164000,9000
555,20,78,Peugeot 807 2.2L hdi 136CV SV pullman 6 places,2005,107000,12900
556,20,78,Peugeot 807 2.0HDi136,2006,139900,11990
557,20,78,PEUGEOT 807 2.2 HDI GPS COULEUR CUIR boite 6,2006,112500,12500
558,20,78,Urgent Peugeot 807 2&virgule,2006,53000,16500
559,20,78,Peugeot 807 2.2 hdi 136ch,2002,180000,8500
560,20,78,Peugeot 807 2.2 hdi 136ch,2002,180000,8500
561,20,78,807 2.2 HDI 136CV 7 places 55000 km,2006,55000,18000
562,21,79,Ã‰change Clio RS 2 phase 2,2002,94500,8000
563,20,80,PEUGEOT Partner Zenith 2L HDI 90cv,2003,125640,6480
564,21,81,RENAULT CLIO RS 2.0 16V Phase III 200 cv,2007,28973,14500
565,21,81,Renault Clio III RS Sport 2.0 16S 200ch,2006,44000,13900
566,21,81,Clio sport 2.0 l rs 200 ch,2007,32000,13900
567,21,81,Renault clio 2 1.9 l dti 80cv diesel cuir,2000,156000,4600
568,21,81,Renault clio 2 1.9 l dti 80cv diesel cuir,2000,156000,4600
569,21,81,CLIO 3 2.0 140 ch EXCEPTION BVA 3 p / ttes options,2008,18000,12750
570,21,81,Clio williams 200cv numÃ©rotÃ©e 1261,1994,154852,5000
571,21,82,Renault espace 3 privilege 124000km,2001,124000,9000
572,21,82,Grand Espace IV 2.0 DCI 175 FAP Alyum Plus,2007,51000,22000
573,21,82,Renault Espace IV(2) 2.0L DCI 150cv PrivilÃ©ge,2007,39000,12590
574,21,82,Renault Espace 2.2 DCi The Race 2002,2002,195000,5500
575,21,82,Renault Espace 2.2 DCi The Race 2002,2002,195000,5500
576,21,82,Renault espace 4 dci2.2 / 150 cv,2003,155000,8900
577,21,82,Renault espace III.2.2dti 115cv.7pl,1998,270000,3100
578,21,82,Renault espace iv,2003,160000,8000
579,21,82,Espace 2&virgule,2002,116000,7490
580,21,82,Grand espace 4,2004,65000,12900
581,21,82,Renault espace 4 - 2.0 dci 150cv,2007,36000,20000
582,21,82,ESPACE 4 1.9dci 120cv authent 10/03 1e main 5990E,2003,165700,5990
583,21,82,Espace III,2002,118500,6000
584,21,82,Renault Espace 2.2 l 150 cv Expression BV6,2003,107000,12000
585,21,82,Renault espace 4 2l2 dci 150cv garantie a voir,2006,97850,11800
586,21,82,Renault espace 1.9 DCI 117 CH Confort expression,2006,150000,7600
587,21,82,Renault espace 1.9 DCI 117 CH Confort expression,2006,150000,7600
588,21,82,Espace IV privilÃ¨ge 2.0T&virgule,2006,53800,14000
589,21,82,Espace 4 2.2 dci 150 ch,2003,127000,8500
590,21,82,Espace IV privilÃ¨ge 2.0T&virgule,2006,53800,14000
591,21,82,Espace 4 2.2 dci 150 ch,2003,127000,8500
592,21,82,Grand espace 3 2.2dCi PRIVILEGE 130cv,2002,106000,12000
593,21,82,Espace 4 privilÃ©ge 2.0 dci 150 cv 7 sieges,2007,139500,13500
594,21,82,Espace 4 privilÃ©ge 2.0 dci 150 cv 7 sieges,2007,139500,13500
595,21,82,RENAULT ESPACE 3 2.2 dCi 130,2001,209000,5800
596,21,82,Renault Espace IV 2.2 DCi,2005,92000,15000
597,21,82,Renault Espace IV 2.2 DCi,2005,92000,15000
598,21,82,ESPACE 3/2.2 DCI / NORDCARS (garantie 3 Ã  24 mois),2002,69870,7000
599,21,82,ESPACE 3/2.2 DCI / NORDCARS (garantie 3 Ã  24 mois),2002,69870,7000
600,21,82,Renault espace iv 2.2dci-150cv privilege gps+dvd,2004,110000,12490
601,21,82,Espace 4 2.2dci 150cv rallongÃ©,2004,143000,9500
602,21,82,Renault espace 4,2005,105000,11000
603,21,82,Espace 4 2.2dci 150cv rallongÃ©,2004,143000,9500
604,21,82,Renault espace 4,2005,105000,11000
605,21,82,Espace IV long 2.2 dci 150 cv,2004,80000,10000
606,21,82,Grand espace iv 2.0l dci 175 fab BVA alyum,2006,45261,10800
607,21,82,Espace IV long 2.2 dci 150 cv,2004,80000,10000
608,21,82,Renault espace 4 2.2l dci 150 cv,2004,149300,8800
609,21,82,Renault espace 4 2.2l dci 150 cv,2004,149300,8800
610,21,82,Renault Espace 2&virgule,2006,118600,10550
611,21,82,Renault espace 4 2.2 dci,2005,63500,9900
612,21,82,Renault espace 4 2.2 dci,2005,63500,9900
613,21,82,Renault espace iv 2.2 dci 150cv privilege,2002,162000,8000
614,21,82,Renault espace iv 2.2 dci 150cv privilege,2002,162000,8000
615,21,82,Grand espace 12/2005 Alyum + 80000 km diesel 1.9dc,2005,80000,13000
616,21,82,Renault Espace 2&virgule,2006,118006,10550
617,21,82,Renault espace 2.2dt rxe115cv 7siÃ¨ges1999-308000km,1999,308000,2900
618,21,82,Renault Espace IV PrivilÃ¨ge - 2.2 L DCI 150 ch,2004,115000,11500
619,21,82,Grand espace iv alyum plus,2008,40000,24500
620,21,82,Grand renault espace 3,2001,131000,6900
621,21,82,Espace dci,2005,185000,7250
622,21,82,Espace IV PrivilÃ¨ge 2.2 dci de 12/2004,2004,101000,12500
623,21,82,Espace 4 dci 2.2 l,2005,154500,8800
624,21,82,Espace IV 1.9 dci 92000KM garanti 12 mois luxauto,2005,92000,9900
625,21,82,RENAULT Espace IV 2.2 DCI 150ch PrivilÃ¨ge,2002,135000,9900
626,21,82,CEDE ou echange Renault grand espace III 2.2 DCI,2001,160000,6000
627,21,82,Espace 4 1.9dci 117ch+cuir,2005,108000,10000
628,21,82,Espace 3,2001,117800,6500
629,21,82,Espace renault 4,2003,130000,12000
630,21,82,Renault Grand Espace 2.2dt,2000,216000,6500
631,21,82,Renault Espace Alyum Plus,2006,76000,18000
632,21,82,Espace 4 privilÃ¨ge 2.2 dci 150 cv,2003,111980,8400
633,21,82,Espace 4 2.2 L DCI 150CV,2004,180000,8000
634,21,82,Grand espace 2.2 dci 7places,2001,79402,8500
635,21,83,Renault Kangoo 4X4 1&virgule,2005,173300,6800
636,21,84,Laguna estate,2006,95500,10800
637,21,84,Laguna Initiale 1.9 DCI 120,2003,106000,8900
638,21,84,Laguna ii 1.9 dci 120 cv dynamique bv6,2001,119000,5500
639,21,84,Laguna 2 Estate 2.2l DCI Luxe PrivilÃ¨ge 150cv,2005,169000,7000
640,21,84,Laguna 2estate 1.9 dci 125cv confcarminat 2006 gps,2006,92545,7900
641,21,84,Laguna 2.2 dci 150 ch privilege,2002,110000,7200
642,21,84,Laguna 2.2 dci 150 ch privilege,2002,110000,7200
643,21,84,Laguna 1.9 dci 120ch gps xenon,2001,127000,5500
644,21,84,Laguna II break diesel Ã  saisir,2005,85000,9500
645,21,84,Laguna 2 phase 2 dci 110ch confort expression,2005,91500,6850
646,21,84,Renault laguna 1.9 dci 120 cv initiale 2001,2001,194000,6700
647,21,84,Renault laguna 1.9 dci 120 cv initiale 2001,2001,194000,6700
648,21,84,Laguna II estate 2.2 dci 150 CV,2002,137000,7000
649,21,84,Laguna 2 estate 1.9 dci 110 cv ExprÃ©ssion,2003,123260,6500
650,21,84,Laguna 2 estate 1.9 dci 110 cv ExprÃ©ssion,2003,123260,6500
651,21,84,Renault Laguna Estate 1.9 DCI 11O Pack Authentique,2005,82500,8490
652,21,84,LAGUNA INITIALE DCI 120cv 1&virgule,2005,83000,10000
653,21,84,Renault laguna 2 estate dynamique 1.9 dci,2005,77000,10500
654,21,84,LAGUNA INITIALE DCI 120cv 1&virgule,2005,83000,10000
655,21,84,Renault laguna 2 estate dynamique 1.9 dci,2005,77000,10500
656,21,84,Renault Laguna Estate 1.9 DCI 11O Pack Authentique,2005,82500,8490
657,21,84,Renault laguna 2 estate dynamique 1.9 dci,2005,77000,10500
658,21,84,Laguna II 2.2 dci 150cv luxe privilÃ¨ge,2002,113000,5800
659,21,84,Laguna II 1.9 DCI 120 ch Sport Dynamique,2003,135000,15300
660,21,84,Laguna II 1.9 DCI 120 ch Sport Dynamique,2003,135000,12300
661,21,84,Laguna break 1.9dci 120ch,2002,170000,4200
662,21,84,LAGUNA 2 PHASE 2 1.9 DCI LUXE PRIVILEGE +options,2006,86183,11000
663,21,84,LAGUNA 2 PHASE 2 1.9 DCI LUXE PRIVILEGE +options,2006,86183,11000
664,21,84,Renault Laguna III 2.0 DCI 150 dynamique,2008,30638,15750
665,21,84,Laguna 2 1.9dci echange,2002,175500,6000
